h3,total,prop_sin_asal,prop_peq_patr,prop_myg_patr,prop_agric,prop_ganaderia,hc_clst_4,hc_clst_5,hc_clst_6,hc_clst_7
87c360ce0ffffff,2,0,1,0,0,1,2,2,2,2
87c360ce2ffffff,1,0,0,1,0,1,1,4,4,4
87c360cedffffff,1,0,0,1,0,1,1,4,4,4
87c360d16ffffff,1,0,0,1,0,1,1,4,4,4
87c360d23ffffff,1,0,1,0,0,1,2,2,2,2
87c360d2dffffff,1,1,0,0,0,1,3,3,3,3
87c360d44ffffff,1,1,0,0,0,1,3,3,3,3
87c360d54ffffff,2,1,0,0,0,1,3,3,3,3
87c360d58ffffff,2,1,0,0,0,1,3,3,3,3
87c360d59ffffff,1,1,0,0,0,1,3,3,3,3
87c360d5affffff,2,0,1,0,1,0,1,1,6,6
87c360d5effffff,1,0,1,0,0,1,2,2,2,2
87c360d70ffffff,2,0.5,0.5,0,0,0.5,4,5,5,5
87c360d74ffffff,1,0,1,0,0,1,2,2,2,2
87c360d75ffffff,4,0.25,0.75,0,0.25,0.75,1,1,1,1
87c360d88ffffff,1,0,1,0,0,1,2,2,2,2
87c360d95ffffff,1,0,0,1,0,1,1,4,4,4
87c360da9ffffff,3,0,0,1,0,1,1,4,4,4
87c361116ffffff,1,0,1,0,0,1,2,2,2,2
87c361125ffffff,5,0,0,1,0,1,1,4,4,4
87c361202ffffff,5,0,0,1,0,1,1,4,4,4
87c361218ffffff,2,0,1,0,0,1,2,2,2,2
87c36124bffffff,1,0,1,0,0,1,2,2,2,2
87c361269ffffff,3,0,1,0,0,1,2,2,2,2
87c36126bffffff,5,0,1,0,0,1,2,2,2,2
87c361275ffffff,2,0,1,0,0,1,2,2,2,2
87c361284ffffff,1,0,1,0,0,1,2,2,2,2
87c361285ffffff,1,0,1,0,0,1,2,2,2,2
87c361294ffffff,8,0,1,0,0,1,2,2,2,2
87c361296ffffff,3,0,1,0,0,1,2,2,2,2
87c3612adffffff,5,0,1,0,0,1,2,2,2,2
87c3612b5ffffff,2,0,1,0,0,1,2,2,2,2
87c3612c8ffffff,1,0,1,0,0,1,2,2,2,2
87c3612caffffff,2,1,0,0,0,1,3,3,3,3
87c3612d5ffffff,1,0,1,0,0,1,2,2,2,2
87c3612f0ffffff,2,1,0,0,0,1,3,3,3,3
87c361308ffffff,3,0,0.3333333333333333,0.6666666666666666,0,1,1,1,1,1
87c361318ffffff,2,0,1,0,0,1,2,2,2,2
87c36132dffffff,1,1,0,0,0,1,3,3,3,3
87c36134cffffff,1,0,1,0,0,1,2,2,2,2
87c361351ffffff,3,0,1,0,0,1,2,2,2,2
87c361360ffffff,3,1,0,0,0,1,3,3,3,3
87c361362ffffff,6,1,0,0,0,1,3,3,3,3
87c361366ffffff,1,0,1,0,0,1,2,2,2,2
87c361389ffffff,1,0,1,0,0,1,2,2,2,2
87c361391ffffff,1,0,1,0,0,1,2,2,2,2
87c36139dffffff,1,0,0,1,0,1,1,4,4,4
87c361419ffffff,3,1,0,0,0,1,3,3,3,3
87c3614ccffffff,1,0,1,0,0,1,2,2,2,2
87c3614deffffff,2,0,0,1,0,1,1,4,4,4
87c361525ffffff,1,1,0,0,0,1,3,3,3,3
87c36158cffffff,5,1,0,0,0,1,3,3,3,3
87c361594ffffff,1,0,1,0,0,1,2,2,2,2
87c361613ffffff,3,0,0,1,0,1,1,4,4,4
87c361646ffffff,1,0,1,0,0,1,2,2,2,2
87c361655ffffff,1,0,0,1,0,1,1,4,4,4
87c36166cffffff,2,0,0.5,0.5,0,1,1,1,1,1
87c3616a4ffffff,3,0,1,0,0,1,2,2,2,2
87c3616e0ffffff,2,0,1,0,0,1,2,2,2,2
87c361749ffffff,2,1,0,0,0,1,3,3,3,3
87c36174cffffff,1,0,1,0,0,1,2,2,2,2
87c36175bffffff,1,0,1,0,0,1,2,2,2,2
87c361782ffffff,2,1,0,0,0,1,3,3,3,3
87c36178affffff,1,0,1,0,0,1,2,2,2,2
87c36179effffff,2,0,1,0,0,1,2,2,2,2
87c361830ffffff,3,0,0,1,0,1,1,4,4,4
87c3618e0ffffff,1,0,1,0,0,1,2,2,2,2
87c3618ecffffff,1,0,0,1,0,1,1,4,4,4
87c361900ffffff,7,1,0,0,0,1,3,3,3,3
87c361902ffffff,1,0,1,0,0,1,2,2,2,2
87c36191cffffff,1,1,0,0,0,1,3,3,3,3
87c361923ffffff,7,0.42857142857142855,0.5714285714285714,0,0,1,4,5,5,5
87c361929ffffff,1,1,0,0,0,1,3,3,3,3
87c36192cffffff,1,1,0,0,0,1,3,3,3,3
87c36194dffffff,2,0,0,1,0,1,1,4,4,4
87c361976ffffff,2,1,0,0,0,1,3,3,3,3
87c3619a4ffffff,1,1,0,0,0,1,3,3,3,3
87c3619b1ffffff,1,0,1,0,0,1,2,2,2,2
87c361a04ffffff,1,0,1,0,0,1,2,2,2,2
87c361a32ffffff,1,0,0,1,0,1,1,4,4,4
87c361a45ffffff,1,0,1,0,0,1,2,2,2,2
87c361a69ffffff,1,0,1,0,0,1,2,2,2,2
87c361a86ffffff,1,0,0,1,0,1,1,4,4,4
87c361acbffffff,1,0,1,0,0,1,2,2,2,2
87c361ae1ffffff,1,0,1,0,0,1,2,2,2,2
87c361b09ffffff,1,0,1,0,0,1,2,2,2,2
87c361b2affffff,3,0,1,0,0,1,2,2,2,2
87c361b43ffffff,1,0,1,0,0,1,2,2,2,2
87c361b64ffffff,1,1,0,0,0,1,3,3,3,3
87c361b65ffffff,1,0,1,0,0,1,2,2,2,2
87c361b76ffffff,1,0,1,0,0,1,2,2,2,2
87c361b80ffffff,2,0,1,0,0,1,2,2,2,2
87c361c23ffffff,1,0,1,0,0,1,2,2,2,2
87c361c2bffffff,2,0,1,0,0,1,2,2,2,2
87c361d05ffffff,1,1,0,0,0,1,3,3,3,3
87c361d4dffffff,2,1,0,0,0,1,3,3,3,3
87c361d4effffff,3,1,0,0,0,1,3,3,3,3
87c361d58ffffff,1,0,1,0,0,1,2,2,2,2
87c361d5bffffff,2,1,0,0,0,1,3,3,3,3
87c361d66ffffff,1,0,0,1,0,1,1,4,4,4
87c361d92ffffff,4,1,0,0,0,1,3,3,3,3
87c361db0ffffff,2,1,0,0,0,1,3,3,3,3
87c3620b5ffffff,3,0,0,1,0,1,1,4,4,4
87c362171ffffff,1,0,0,1,0,1,1,4,4,4
87c36229dffffff,1,0,1,0,0,1,2,2,2,2
87c3622f3ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c362419ffffff,1,0,1,0,0,1,2,2,2,2
87c36241dffffff,1,0,0,1,0,1,1,4,4,4
87c36248affffff,1,0,1,0,0,1,2,2,2,2
87c362491ffffff,1,0,1,0,0,1,2,2,2,2
87c362598ffffff,1,0,1,0,0,1,2,2,2,2
87c362731ffffff,1,0,0,1,0,1,1,4,4,4
87c362913ffffff,1,0,0,1,0,1,1,4,4,4
87c362aa2ffffff,3,0,0,1,0,1,1,4,4,4
87c362b64ffffff,3,0,0,1,0,1,1,4,4,4
87c362c2affffff,1,0,1,0,0,1,2,2,2,2
87c363014ffffff,1,0,1,0,1,0,1,1,6,6
87c36301cffffff,1,0,0,1,0,1,1,4,4,4
87c363021ffffff,1,0,1,0,0,1,2,2,2,2
87c363080ffffff,3,0,0.6666666666666666,0.3333333333333333,0,1,1,1,1,1
87c363083ffffff,1,0,1,0,0,1,2,2,2,2
87c363088ffffff,2,0,1,0,0,1,2,2,2,2
87c36308affffff,1,0,1,0,0,1,2,2,2,2
87c36308cffffff,1,0,1,0,0,1,2,2,2,2
87c36309affffff,1,0,1,0,0,1,2,2,2,2
87c3630abffffff,3,0,1,0,0,1,2,2,2,2
87c363154ffffff,1,0,1,0,0,1,2,2,2,2
87c363172ffffff,1,0,1,0,0,1,2,2,2,2
87c363191ffffff,1,0,1,0,0,1,2,2,2,2
87c3631a1ffffff,1,0,1,0,0,1,2,2,2,2
87c363230ffffff,1,0,1,0,0,1,2,2,2,2
87c363250ffffff,1,1,0,0,0,1,3,3,3,3
87c363255ffffff,3,0,1,0,0,1,2,2,2,2
87c363264ffffff,1,1,0,0,0,1,3,3,3,3
87c3632cbffffff,3,0,1,0,0,1,2,2,2,2
87c3632d3ffffff,1,0,1,0,0,1,2,2,2,2
87c363369ffffff,1,0,1,0,0,1,2,2,2,2
87c363375ffffff,1,1,0,0,0,1,3,3,3,3
87c363456ffffff,1,0,0,1,0,1,1,4,4,4
87c363486ffffff,1,0,0,1,0,1,1,4,4,4
87c3634f2ffffff,2,0,0,1,0,1,1,4,4,4
87c36354cffffff,1,0,1,0,0,1,2,2,2,2
87c363550ffffff,1,0,0,1,0,1,1,4,4,4
87c363563ffffff,1,1,0,0,0,1,3,3,3,3
87c363730ffffff,2,0,1,0,0,1,2,2,2,2
87c3637a6ffffff,1,0,1,0,0,1,2,2,2,2
87c363846ffffff,1,0,1,0,0,1,2,2,2,2
87c363854ffffff,2,0,1,0,0,1,2,2,2,2
87c363880ffffff,1,0,1,0,0,1,2,2,2,2
87c3638d9ffffff,2,0,1,0,0,1,2,2,2,2
87c3638e9ffffff,1,0,1,0,0,1,2,2,2,2
87c363921ffffff,1,0,0,1,0,1,1,4,4,4
87c363974ffffff,1,0,1,0,0,1,2,2,2,2
87c363975ffffff,1,0,1,0,0,1,2,2,2,2
87c3639b5ffffff,2,0,0,1,0,1,1,4,4,4
87c363a08ffffff,2,0,0,1,0,1,1,4,4,4
87c363a0dffffff,1,0,1,0,0,1,2,2,2,2
87c363a2dffffff,1,0,1,0,0,1,2,2,2,2
87c363a5dffffff,1,0,1,0,0,1,2,2,2,2
87c363b28ffffff,1,1,0,0,0,1,3,3,3,3
87c363b40ffffff,1,0,0,1,0,1,1,4,4,4
87c363b51ffffff,3,0,0,1,0,1,1,4,4,4
87c363b5cffffff,1,0,1,0,0,1,2,2,2,2
87c363c4cffffff,1,0,0,1,0,1,1,4,4,4
87c363c8bffffff,1,0,1,0,0,1,2,2,2,2
87c363cdcffffff,1,0,0,1,0,1,1,4,4,4
87c363ce0ffffff,1,0,1,0,0,1,2,2,2,2
87c363d4affffff,1,0,1,0,1,0,1,1,6,6
87c3640aeffffff,1,0,1,0,0,1,2,2,2,2
87c364494ffffff,2,0,1,0,1,0,1,1,6,6
87c3644c9ffffff,2,0,1,0,0,1,2,2,2,2
87c364689ffffff,1,1,0,0,0,1,3,3,3,3
87c36468cffffff,1,0,1,0,0,1,2,2,2,2
87c364699ffffff,1,0,1,0,0,1,2,2,2,2
87c3646aaffffff,1,1,0,0,0,0,4,5,5,5
87c3646d1ffffff,1,1,0,0,0,1,3,3,3,3
87c3646d8ffffff,1,1,0,0,0,1,3,3,3,3
87c3646dcffffff,1,1,0,0,0,1,3,3,3,3
87c36491cffffff,1,0,1,0,0,1,2,2,2,2
87c36494bffffff,1,0,1,0,0,1,2,2,2,2
87c364970ffffff,5,0,0.8,0.2,1,0,1,1,1,1
87c364980ffffff,28,0,0.5714285714285714,0.42857142857142855,0.9642857142857144,0.03571428571428571,1,1,1,1
87c364982ffffff,1,0,1,0,0,1,2,2,2,2
87c364985ffffff,4,0.25,0.75,0,0.25,0.75,1,1,1,1
87c3649a3ffffff,2,1,0,0,0.5,0.5,4,5,5,5
87c3649a5ffffff,1,1,0,0,0,1,3,3,3,3
87c364c36ffffff,3,1,0,0,0,1,3,3,3,3
87c364cb6ffffff,1,0,1,0,1,0,1,1,6,6
87c364d0bffffff,1,1,0,0,0,0,4,5,5,5
87c364d80ffffff,1,0,0,1,0,1,1,4,4,4
87c364d9bffffff,1,1,0,0,1,0,4,5,5,7
87c365058ffffff,4,1,0,0,0,1,3,3,3,3
87c36512effffff,1,0,1,0,0,1,2,2,2,2
87c3652caffffff,1,0,0,1,0,1,1,4,4,4
87c3652d3ffffff,1,1,0,0,0,1,3,3,3,3
87c3652d5ffffff,2,0,1,0,0,1,2,2,2,2
87c3652dcffffff,2,0,0,1,0,1,1,4,4,4
87c3654b0ffffff,1,0,0,1,0,1,1,4,4,4
87c3654e3ffffff,1,0,1,0,0,1,2,2,2,2
87c365526ffffff,1,1,0,0,0,1,3,3,3,3
87c36561cffffff,2,0,0,1,0,1,1,4,4,4
87c365651ffffff,1,0,1,0,0,1,2,2,2,2
87c365666ffffff,1,0,1,0,0,1,2,2,2,2
87c3657adffffff,1,0,1,0,0,1,2,2,2,2
87c3659abffffff,1,1,0,0,0,0,4,5,5,5
87c365c54ffffff,1,0,1,0,0,1,2,2,2,2
87c365d54ffffff,1,1,0,0,0,1,3,3,3,3
87c365d68ffffff,1,1,0,0,0,0,4,5,5,5
87c366005ffffff,1,0,1,0,1,0,1,1,6,6
87c36600bffffff,1,0,1,0,0,1,2,2,2,2
87c3660a1ffffff,1,0,1,0,1,0,1,1,6,6
87c3660b5ffffff,1,0,1,0,1,0,1,1,6,6
87c366114ffffff,1,0,0,1,1,0,1,4,4,4
87c36611bffffff,1,0,0,1,1,0,1,4,4,4
87c36615dffffff,1,0,1,0,1,0,1,1,6,6
87c3661b3ffffff,1,0,1,0,1,0,1,1,6,6
87c366235ffffff,1,0,1,0,0,1,2,2,2,2
87c366274ffffff,2,0,0,1,0,1,1,4,4,4
87c36628cffffff,1,0,1,0,0,1,2,2,2,2
87c36628dffffff,1,0,0,1,0,1,1,4,4,4
87c3662c4ffffff,1,0,0,1,0,1,1,4,4,4
87c3662cbffffff,2,0,0,1,0,1,1,4,4,4
87c3662ccffffff,1,0,0,1,0,1,1,4,4,4
87c3662e5ffffff,1,0,0,1,0,1,1,4,4,4
87c36631dffffff,1,0,1,0,0,1,2,2,2,2
87c36634bffffff,1,1,0,0,0,1,3,3,3,3
87c366426ffffff,1,0,0,1,1,0,1,4,4,4
87c366440ffffff,1,0,1,0,1,0,1,1,6,6
87c3664deffffff,1,0,1,0,1,0,1,1,6,6
87c366521ffffff,1,0,1,0,1,0,1,1,6,6
87c366529ffffff,1,0,1,0,1,0,1,1,6,6
87c36652effffff,1,0,0,1,1,0,1,4,4,4
87c366600ffffff,1,0,0,1,0,1,1,4,4,4
87c366616ffffff,1,1,0,0,0,1,3,3,3,3
87c366624ffffff,1,1,0,0,0,1,3,3,3,3
87c3666a4ffffff,2,0,1,0,0,1,2,2,2,2
87c3666adffffff,1,0,0,1,1,0,1,4,4,4
87c366709ffffff,1,0,0,1,0,1,1,4,4,4
87c366719ffffff,2,0,1,0,0,1,2,2,2,2
87c36676cffffff,1,0,0,1,0,1,1,4,4,4
87c36676effffff,2,0,1,0,0,1,2,2,2,2
87c366a40ffffff,1,1,0,0,0,1,3,3,3,3
87c366aaaffffff,1,0,1,0,0,1,2,2,2,2
87c366c05ffffff,2,0.5,0.5,0,0.5,0.5,4,5,5,5
87c366c2bffffff,1,0,0,1,1,0,1,4,4,4
87c366c34ffffff,1,0,1,0,1,0,1,1,6,6
87c366c51ffffff,1,0,1,0,1,0,1,1,6,6
87c366c96ffffff,1,0,1,0,1,0,1,1,6,6
87c366cadffffff,1,0,1,0,1,0,1,1,6,6
87c366ce0ffffff,1,0,1,0,1,0,1,1,6,6
87c366ce5ffffff,1,0,1,0,1,0,1,1,6,6
87c366d24ffffff,1,1,0,0,0,1,3,3,3,3
87c366d34ffffff,5,0.2,0.6,0.2,0.6,0.4,1,1,1,1
87c366d36ffffff,2,0.5,0.5,0,1,0,4,5,5,7
87c366d86ffffff,2,0,0.5,0.5,1,0,1,1,1,1
87c366d90ffffff,2,0,0.5,0.5,1,0,1,1,1,1
87c366d92ffffff,2,0,1,0,1,0,1,1,6,6
87c366d95ffffff,1,0,0,1,0,1,1,4,4,4
87c366d96ffffff,1,1,0,0,1,0,4,5,5,7
87c366da2ffffff,1,0,0,1,1,0,1,4,4,4
87c366da5ffffff,1,0,0,1,1,0,1,4,4,4
87c366db0ffffff,1,0,0,1,1,0,1,4,4,4
87c366db1ffffff,1,0,1,0,1,0,1,1,6,6
87c366db2ffffff,8,0.125,0.625,0.25,0.875,0.125,1,1,1,1
87c366db3ffffff,1,0,1,0,1,0,1,1,6,6
87c3680b4ffffff,2,1,0,0,0,1,3,3,3,3
87c36812bffffff,1,1,0,0,0,1,3,3,3,3
87c368130ffffff,5,0,1,0,0,1,2,2,2,2
87c368134ffffff,1,0,1,0,0,1,2,2,2,2
87c368196ffffff,1,0,1,0,0,1,2,2,2,2
87c36834affffff,1,0,1,0,0,1,2,2,2,2
87c368414ffffff,1,0,1,0,0,1,2,2,2,2
87c368436ffffff,1,0,1,0,0,1,2,2,2,2
87c36851dffffff,1,0,1,0,0,1,2,2,2,2
87c368542ffffff,1,0,1,0,0,1,2,2,2,2
87c3685a4ffffff,3,0,1,0,0,1,2,2,2,2
87c368683ffffff,2,0,1,0,0,1,2,2,2,2
87c3686b0ffffff,1,0,1,0,0,1,2,2,2,2
87c3686b5ffffff,1,0,1,0,0,1,2,2,2,2
87c3686f4ffffff,2,1,0,0,0,1,3,3,3,3
87c36871affffff,16,0,0.8125,0.1875,0.3125,0.6875,1,1,1,1
87c368734ffffff,1,1,0,0,0,1,3,3,3,3
87c36879dffffff,1,0,1,0,0,1,2,2,2,2
87c3687a9ffffff,7,0,0.8571428571428571,0.14285714285714285,0,1,1,1,1,1
87c3687adffffff,5,0,1,0,0.4,0.6,1,1,1,1
87c368841ffffff,1,0,1,0,0,1,2,2,2,2
87c36888effffff,1,0,1,0,0,1,2,2,2,2
87c368891ffffff,3,1,0,0,0,1,3,3,3,3
87c3688aaffffff,1,1,0,0,0,1,3,3,3,3
87c3688c5ffffff,3,0,1,0,0,1,2,2,2,2
87c3688ccffffff,1,0,1,0,0,1,2,2,2,2
87c368950ffffff,1,0,1,0,0,1,2,2,2,2
87c368955ffffff,1,0,0,1,0,1,1,4,4,4
87c36898cffffff,1,0,0,1,0,1,1,4,4,4
87c3689a8ffffff,1,0,1,0,0,1,2,2,2,2
87c3689b2ffffff,2,0,1,0,0,1,2,2,2,2
87c368aa0ffffff,2,0,1,0,0,1,2,2,2,2
87c368aa5ffffff,1,1,0,0,0,1,3,3,3,3
87c368b41ffffff,1,0,0,1,0,1,1,4,4,4
87c368c16ffffff,4,0.5,0.5,0,0,1,4,5,5,5
87c368c62ffffff,1,0,1,0,0,1,2,2,2,2
87c368c81ffffff,1,0,0,1,0,1,1,4,4,4
87c368cd1ffffff,1,1,0,0,0,1,3,3,3,3
87c368cd4ffffff,1,0,1,0,0,1,2,2,2,2
87c3690ccffffff,1,0,1,0,1,0,1,1,6,6
87c369276ffffff,1,1,0,0,0,1,3,3,3,3
87c36948affffff,1,0,1,0,1,0,1,1,6,6
87c369a96ffffff,1,0,1,0,0,1,2,2,2,2
87c369acdffffff,1,1,0,0,0,1,3,3,3,3
87c369b30ffffff,2,0,1,0,0,1,2,2,2,2
87c369b68ffffff,1,1,0,0,0,1,3,3,3,3
87c36a02cffffff,1,1,0,0,0,1,3,3,3,3
87c36a049ffffff,1,0,1,0,0,1,2,2,2,2
87c36a075ffffff,2,1,0,0,0,1,3,3,3,3
87c36a110ffffff,1,1,0,0,0,1,3,3,3,3
87c36a113ffffff,4,0.25,0.75,0,0,1,1,1,1,1
87c36a116ffffff,2,1,0,0,0,1,3,3,3,3
87c36a132ffffff,1,1,0,0,0,1,3,3,3,3
87c36a145ffffff,2,1,0,0,0,1,3,3,3,3
87c36a191ffffff,2,0,1,0,0,1,2,2,2,2
87c36a1a1ffffff,2,1,0,0,0,1,3,3,3,3
87c36a1adffffff,1,1,0,0,0,1,3,3,3,3
87c36a209ffffff,1,1,0,0,1,0,4,5,5,7
87c36a225ffffff,1,0,1,0,0,1,2,2,2,2
87c36a236ffffff,1,0,1,0,1,0,1,1,6,6
87c36a25affffff,1,0,1,0,0,1,2,2,2,2
87c36a264ffffff,1,0,1,0,0,1,2,2,2,2
87c36a265ffffff,3,0,1,0,0,1,2,2,2,2
87c36a26cffffff,1,0,1,0,0,1,2,2,2,2
87c36a2c1ffffff,1,0,1,0,1,0,1,1,6,6
87c36a2c9ffffff,1,0,1,0,0,1,2,2,2,2
87c36a2eeffffff,1,0,1,0,1,0,1,1,6,6
87c36a302ffffff,1,0,1,0,1,0,1,1,6,6
87c36a34bffffff,3,0,1,0,0.3333333333333333,0.6666666666666666,1,1,1,1
87c36a36dffffff,3,0,1,0,0.3333333333333333,0.3333333333333333,1,1,1,1
87c36a402ffffff,1,1,0,0,0,1,3,3,3,3
87c36a45dffffff,1,0,1,0,0,1,2,2,2,2
87c36a472ffffff,1,1,0,0,0,1,3,3,3,3
87c36a48bffffff,1,0,1,0,0,1,2,2,2,2
87c36a4c9ffffff,1,0,1,0,0,1,2,2,2,2
87c36a4cdffffff,1,0,1,0,0,1,2,2,2,2
87c36a4d1ffffff,1,0,1,0,1,0,1,1,6,6
87c36a4ebffffff,2,1,0,0,0,0.5,4,5,5,5
87c36a4f5ffffff,1,1,0,0,0,1,3,3,3,3
87c36a533ffffff,1,1,0,0,0,1,3,3,3,3
87c36a566ffffff,1,0,1,0,0,1,2,2,2,2
87c36a5a6ffffff,1,0,0,1,0,0,1,4,4,4
87c36a612ffffff,1,1,0,0,0,1,3,3,3,3
87c36a692ffffff,1,0,1,0,0,1,2,2,2,2
87c36a699ffffff,1,0,1,0,0,1,2,2,2,2
87c36a6d0ffffff,1,1,0,0,1,0,4,5,5,7
87c36a709ffffff,1,0,1,0,0,1,2,2,2,2
87c36a70bffffff,1,0,1,0,1,0,1,1,6,6
87c36a752ffffff,1,0,1,0,0,1,2,2,2,2
87c36a753ffffff,1,0,1,0,0,1,2,2,2,2
87c36a754ffffff,1,0,1,0,0,1,2,2,2,2
87c36a758ffffff,1,0,1,0,0,1,2,2,2,2
87c36a784ffffff,2,0.5,0.5,0,0,1,4,5,5,5
87c36a785ffffff,1,0,1,0,1,0,1,1,6,6
87c36a7a3ffffff,1,0,1,0,1,0,1,1,6,6
87c36a7a6ffffff,1,0,1,0,0,1,2,2,2,2
87c36a7b4ffffff,1,1,0,0,0,1,3,3,3,3
87c36a7b6ffffff,13,0,1,0,0.15384615384615383,0.8461538461538461,1,1,1,1
87c36aa48ffffff,3,0,1,0,0,1,2,2,2,2
87c36aa4affffff,1,0,1,0,0,1,2,2,2,2
87c36aa65ffffff,1,0,1,0,0,1,2,2,2,2
87c36aad5ffffff,1,0,1,0,1,0,1,1,6,6
87c36ab50ffffff,1,0,1,0,0,1,2,2,2,2
87c36ab61ffffff,1,0,1,0,1,0,1,1,6,6
87c36ac1affffff,1,1,0,0,0,1,3,3,3,3
87c36ac25ffffff,1,0,1,0,0,1,2,2,2,2
87c36ac86ffffff,1,0,1,0,0,1,2,2,2,2
87c36ac90ffffff,1,1,0,0,0,1,3,3,3,3
87c36acaaffffff,1,1,0,0,0,1,3,3,3,3
87c36acccffffff,1,0,1,0,0,1,2,2,2,2
87c36acd5ffffff,2,0,1,0,0,1,2,2,2,2
87c36acd6ffffff,1,0,1,0,0,1,2,2,2,2
87c36ad24ffffff,1,0,1,0,0,1,2,2,2,2
87c36ad93ffffff,1,0,1,0,0,1,2,2,2,2
87c36ada0ffffff,1,0,1,0,0,1,2,2,2,2
87c36b012ffffff,1,0,1,0,0,1,2,2,2,2
87c36b014ffffff,1,0,1,0,0,1,2,2,2,2
87c36b099ffffff,1,0,1,0,1,0,1,1,6,6
87c36b09effffff,1,0,1,0,1,0,1,1,6,6
87c36b0aeffffff,2,0,1,0,0,1,2,2,2,2
87c36b0c2ffffff,1,0,1,0,1,0,1,1,6,6
87c36b0d3ffffff,1,0,1,0,0,1,2,2,2,2
87c36b0d5ffffff,1,0,1,0,0,1,2,2,2,2
87c36b0e5ffffff,1,0,1,0,1,0,1,1,6,6
87c36b133ffffff,2,0,1,0,1,0,1,1,6,6
87c36b181ffffff,4,0,1,0,0,1,2,2,2,2
87c36b183ffffff,17,0,1,0,0.29411764705882354,0.7058823529411765,1,1,1,1
87c36b185ffffff,1,0,1,0,0,1,2,2,2,2
87c36b18dffffff,1,0,1,0,0,1,2,2,2,2
87c36b196ffffff,1,0,1,0,0,1,2,2,2,2
87c36b19dffffff,3,0,0.6666666666666666,0.3333333333333333,0,1,1,1,1,1
87c36b1a5ffffff,1,0,1,0,0,1,2,2,2,2
87c36b201ffffff,1,1,0,0,1,0,4,5,5,7
87c36b206ffffff,1,0,1,0,1,0,1,1,6,6
87c36b20effffff,1,0,1,0,1,0,1,1,6,6
87c36b212ffffff,1,0,1,0,1,0,1,1,6,6
87c36b213ffffff,1,0,1,0,0,1,2,2,2,2
87c36b218ffffff,1,0,1,0,0,1,2,2,2,2
87c36b21bffffff,1,0,1,0,1,0,1,1,6,6
87c36b233ffffff,1,0,1,0,1,0,1,1,6,6
87c36b240ffffff,1,0,1,0,1,0,1,1,6,6
87c36b246ffffff,1,0,1,0,0,1,2,2,2,2
87c36b248ffffff,2,0,1,0,0,1,2,2,2,2
87c36b24dffffff,2,0,1,0,0,1,2,2,2,2
87c36b252ffffff,1,0,1,0,0,1,2,2,2,2
87c36b255ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c36b256ffffff,1,0,1,0,0,1,2,2,2,2
87c36b272ffffff,1,0,1,0,0,1,2,2,2,2
87c36b273ffffff,1,0,1,0,0,1,2,2,2,2
87c36b282ffffff,2,0,1,0,0,1,2,2,2,2
87c36b284ffffff,1,0,1,0,0,1,2,2,2,2
87c36b285ffffff,2,0,0.5,0.5,0,1,1,1,1,1
87c36b288ffffff,2,1,0,0,0.5,0.5,4,5,5,5
87c36b291ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c36b293ffffff,1,0,1,0,1,0,1,1,6,6
87c36b298ffffff,3,0,1,0,0.3333333333333333,0.6666666666666666,1,1,1,1
87c36b29cffffff,39,0,0.9487179487179488,0.05128205128205128,0.5641025641025641,0.4358974358974359,1,1,1,1
87c36b2a1ffffff,1,0,1,0,0,1,2,2,2,2
87c36b2a5ffffff,2,0,0.5,0.5,0.5,0.5,1,1,1,1
87c36b2a8ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c36b2aaffffff,1,0,1,0,1,0,1,1,6,6
87c36b2abffffff,1,0,1,0,1,0,1,1,6,6
87c36b2b1ffffff,2,0,1,0,1,0,1,1,6,6
87c36b2e2ffffff,1,0,1,0,0,1,2,2,2,2
87c36b2f4ffffff,1,0,1,0,0,1,2,2,2,2
87c36b2f5ffffff,1,0,1,0,0,1,2,2,2,2
87c36b2f6ffffff,2,0,1,0,1,0,1,1,6,6
87c36b38bffffff,1,0,1,0,0,1,2,2,2,2
87c36b443ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c36b448ffffff,1,0,1,0,0,1,2,2,2,2
87c36b449ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c36b44affffff,1,0,1,0,0,1,2,2,2,2
87c36b459ffffff,1,0,0,1,0,1,1,4,4,4
87c36b468ffffff,1,0,1,0,1,0,1,1,6,6
87c36b46cffffff,1,0,1,0,0,1,2,2,2,2
87c36b480ffffff,1,0,1,0,0,1,2,2,2,2
87c36b484ffffff,1,0,1,0,1,0,1,1,6,6
87c36b4aaffffff,1,0,1,0,0,1,2,2,2,2
87c36b4ceffffff,1,0,1,0,0,1,2,2,2,2
87c36b4d6ffffff,1,0,1,0,1,0,1,1,6,6
87c36b4d8ffffff,1,0,1,0,0,1,2,2,2,2
87c36b4e0ffffff,1,0,1,0,1,0,1,1,6,6
87c36b4ecffffff,2,0,1,0,0.5,0.5,1,1,1,1
87c36b4f1ffffff,1,0,1,0,0,1,2,2,2,2
87c36b50effffff,1,0,1,0,0,1,2,2,2,2
87c36b561ffffff,1,0,1,0,0,1,2,2,2,2
87c36b584ffffff,1,0,1,0,1,0,1,1,6,6
87c36b590ffffff,1,0,1,0,1,0,1,1,6,6
87c36b593ffffff,1,0,0,1,1,0,1,4,4,4
